protein_id,taxa_id,clade,description,domain_id,start,stop,length,genus,species
L9LAI1,246437,E,disorder_prediction,mobidb-lite,23,44,442,Tupaia,chinensis
L9LBD0,246437,E,Fibronectin type III,PF00041,452,533,1471,Tupaia,chinensis
L9LCY1,246437,E,DJ-1/PfpI,PF01965,2,102,111,Tupaia,chinensis
M0ZT44,4113,E,RNA recognition motif domain,PF00076,90,141,360,Solanum,tuberosum
M1A4Z4,4113,E,disorder_prediction,mobidb-lite,706,741,1015,Solanum,tuberosum
M1A518,4113,E,Alpha/beta hydrolase fold-1,PF00561,197,303,476,Solanum,tuberosum
M1AHP4,4113,E,Pentatricopeptide repeat,PF12854,398,429,650,Solanum,tuberosum
M1AIS5,4113,E,Amine oxidase,PF01593,121,310,323,Solanum,tuberosum
M1AKR9,4113,E,Pentatricopeptide repeat,PF13041,244,293,458,Solanum,tuberosum
M1AYP4,4113,E,BRCT domain,PF16770,10,78,197,Solanum,tuberosum
M1B877,4113,E,Pentatricopeptide repeat,PF01535,344,370,716,Solanum,tuberosum
M1BA88,4113,E,Association with the SNF1 complex (ASC) domain,PF04739,41,110,114,Solanum,tuberosum
M1BD51,4113,E,SUF system FeS cluster assembly SufBD,PF01458,169,402,431,Solanum,tuberosum
M1BDL7,4113,E,NB-ARC,PF00931,6,72,497,Solanum,tuberosum
M1C5A4,4113,E,Ribosomal protein S17e,PF00833,1,116,144,Solanum,tuberosum
M1C8P4,4113,E,UbiB domain,PF03109,119,238,328,Solanum,tuberosum
M1CA52,4113,E,Protein kinase domain,PF00069,17,269,474,Solanum,tuberosum
M1CBV2,4113,E,disorder_prediction,mobidb-lite,503,538,538,Solanum,tuberosum
M1CQN3,4113,E,SOUL haem-binding protein,PF04832,148,209,210,Solanum,tuberosum
M1D5T9,4113,E,Zinc finger RING-type,PF13639,194,235,246,Solanum,tuberosum
M1D7A5,4113,E,Phloem protein 2-like,PF14299,97,263,264,Solanum,tuberosum
M1DI71,4113,E,Transcription factor MADS-box,PF00319,10,52,245,Solanum,tuberosum
M1DST7,4113,E,Domain unknown function DUF295,PF03478,203,260,283,Solanum,tuberosum
M1H9E3,9371,E,Fibronectin type III,PF00041,914,997,1479,Echinops,telfairi
M1JDV1,1291237,E,Tubulin/FtsZ 2-layer sandwich domain,PF03953,62,112,112,Ataliothrips,reuteri
M1VAX5,1219509,E,Maturase MatK N-terminal domain,PF01824,1,191,313,Astragalus,speciosus
M2WUG0,130081,E,Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase anticodon-binding,PF08264,772,925,1039,Galdieria,sulphuraria
M2X2N6,130081,E,Zinc knuckle CX2CX4HX4C,PF14392,186,201,214,Galdieria,sulphuraria
M2Y4X5,130081,E,WD40 repeat,PF00400,283,316,746,Galdieria,sulphuraria
M2Y6P7,130081,E,disorder_prediction,mobidb-lite,109,129,404,Galdieria,sulphuraria
M3VVY7,9685,E,Tensin phosphatase C2 domain,PF10409,180,305,1740,Felis,catus
M3VW61,9685,E,Myelin transcription factor 1,PF08474,579,752,1091,Felis,catus
M3W1L2,9685,E,disorder_prediction,mobidb-lite,1106,1152,1152,Felis,catus
M3W6E1,9685,E,disorder_prediction,mobidb-lite,411,431,431,Felis,catus
M3W858,9685,E,Crotonase superfamily,PF00378,55,298,302,Felis,catus
M3WD97,9685,E,disorder_prediction,mobidb-lite,838,880,1107,Felis,catus
M3WH39,9685,E,RNA recognition motif domain,PF00076,31,91,386,Felis,catus
M3WKM8,9685,E,disorder_prediction,mobidb-lite,85,123,1073,Felis,catus
M3WLN5,9685,E,EGF-like calcium-binding domain,PF07645,1864,1903,3494,Felis,catus
M3WSK6,9685,E,Ankyrin repeat-containing domain,PF12796,140,198,456,Felis,catus
M3WUF3,9685,E,RNA recognition motif domain,PF00076,244,305,622,Felis,catus
M3WW83,9685,E,PTB/PI domain,PF00640,19,141,280,Felis,catus
M3WWH0,9685,E,disorder_prediction,mobidb-lite,473,525,1223,Felis,catus
M3X0T7,9685,E,Immunoglobulin V-set domain,PF07686,5,106,111,Felis,catus
M3X3G1,9685,E,Tubulin/FtsZ GTPase domain,PF00091,37,247,482,Felis,catus
M3X3P7,9685,E,disorder_prediction,mobidb-lite,192,242,325,Felis,catus
M3XGR3,7897,E,Transcription factor Elf N-terminal,PF12310,19,45,569,Latimeria,chalumnae
M3XHY4,7897,E,disorder_prediction,mobidb-lite,909,966,1174,Latimeria,chalumnae
M3XJK9,7897,E,EGF-like conserved site,PF12661,116,133,1117,Latimeria,chalumnae
M3XKA2,7897,E,disorder_prediction,mobidb-lite,372,422,812,Latimeria,chalumnae
M3ZFB1,8083,E,Ammonium transporter AmtB-like domain,PF00909,67,438,490,Xiphophorus,maculatus
M3ZI65,8083,E,LISCH7,PF05624,163,210,537,Xiphophorus,maculatus
M3ZMS1,8083,E,Rab-binding domain FIP-RBD,PF09457,562,602,603,Xiphophorus,maculatus
M3ZVF3,8083,E,Zona pellucida domain,PF00100,177,434,437,Xiphophorus,maculatus
M3ZX96,8083,E,VWFC domain,PF00093,721,773,940,Xiphophorus,maculatus
M4A378,8083,E,disorder_prediction,mobidb-lite,651,729,807,Xiphophorus,maculatus
M4A4J6,8083,E,Spectrin repeat,PF00435,4108,4205,7507,Xiphophorus,maculatus
M4A6A6,8083,E,von Willebrand factor type A,PF00092,36,198,480,Xiphophorus,maculatus
M4AE73,8083,E,Snf7 family,PF03357,20,181,207,Xiphophorus,maculatus
M4AGB1,8083,E,Zinc finger ZZ-type,PF00569,527,568,878,Xiphophorus,maculatus
M4AQ09,8083,E,Spectrin repeat,PF00435,5976,6078,7244,Xiphophorus,maculatus
M4ARS5,8083,E,Zinc finger C3HC4 RING-type,PF00097,11,53,455,Xiphophorus,maculatus
M4ASZ3,8083,E,Fibronectin type III,PF16794,667,766,776,Xiphophorus,maculatus
M4AV74,8083,E,Uncharacterized protein OS=Xiphophorus maculatus GN=CIT PE=3 SV=1,CoiledCoil,1055,1093,2138,Xiphophorus,maculatus
M4H2T8,106773,E,Photosystem I PsaJ reaction centre subunit IX,PF01701,1,37,44,Pachycladon,cheesemanii
M4HY80,1239071,E,Wnt,PF00110,1,121,121,Buitinga,cf. nigrescens DNA100446422
M4I1V2,709348,E,Cytochrome b/b6 N-terminal,PF00033,6,189,361,Corallus,hortulanus
M4ISA2,498171,E,Tubulin/FtsZ GTPase domain,PF00091,1,207,317,Xylaria,papulis
M4IZZ2,30301,E,Zinc finger double-stranded RNA binding,PF12171,307,331,449,Botryllus,schlosseri
M4JDZ5,1281938,E,Cytochrome c oxidase subunit I,PF00115,1,203,205,Proasellus,aquaecalidae
M4M1M3,462689,E,Maturase MatK N-terminal domain,PF01824,1,187,277,Oldenlandia,hedyotidea
M4TAF6,5691,E,Trypanosome variant surface glycoprotein B-type N-terminal domain,PF13206,11,368,497,Trypanosoma,brucei
M5FQ92,1858805,E,DAD/Ost2,PF02109,21,127,127,Dacryopinax,primogenitus
M5FRD4,1858805,E,disorder_prediction,mobidb-lite,39,71,1497,Dacryopinax,primogenitus
M5FUZ1,1858805,E,Leucine-rich repeat,PF13516,354,376,686,Dacryopinax,primogenitus
M5G4J1,1858805,E,disorder_prediction,mobidb-lite,1,42,284,Dacryopinax,primogenitus
M5G8Q0,1858805,E,disorder_prediction,mobidb-lite,859,880,1180,Dacryopinax,primogenitus
M5VZM0,3760,E,Chlorophyll A-B binding protein,PF00504,58,212,247,Prunus,persica
M5W165,3760,E,Protein kinase domain,PF00069,173,435,444,Prunus,persica
M5W3G6,3760,E,Zinc finger BED-type,PF02892,12,60,516,Prunus,persica
M5W761,3760,E,Late embryogenesis abundant protein LEA-14,PF03168,113,210,233,Prunus,persica
M5W8M0,3760,E,Mitochondrial pyruvate carrier,PF03650,113,200,204,Prunus,persica
M5WG79,3760,E,Arginine-tRNA ligase,PF00750,111,460,590,Prunus,persica
M5WGV1,3760,E,IQ motif EF-hand binding site,PF00612,147,161,423,Prunus,persica
M5WJT9,3760,E,Pentatricopeptide repeat,PF01535,753,781,1104,Prunus,persica
M5WMX7,3760,E,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,PF00443,235,560,564,Prunus,persica
M5WQJ8,3760,E,Glycoside hydrolase family 31 N-terminal domain,PF13802,87,152,959,Prunus,persica
M5WQY4,3760,E,Kelch repeat type 1,PF01344,185,226,675,Prunus,persica
M5X4X6,3760,E,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,471,668,791,Prunus,persica
M5XKF3,3760,E,rRNA-processing arch domain,PF13234,562,767,970,Prunus,persica
M5XYQ7,3760,E,disorder_prediction,mobidb-lite,1,26,73,Prunus,persica
M7ANY3,8469,E,GPCR family 2 secretin-like,PF00002,127,291,352,Chelonia,mydas
M7AZP5,8469,E,Peptidase C19 ubiquitin carboxyl-terminal hydrolase,PF00443,464,915,1015,Chelonia,mydas
M7B504,8469,E,Peptidase C1A propeptide,PF08127,26,63,340,Chelonia,mydas
M7B9G8,8469,E,Small GTPase superfamily,PF00071,131,182,218,Chelonia,mydas
M7BBR3,8469,E,disorder_prediction,mobidb-lite,778,803,877,Chelonia,mydas
M7BC59,8469,E,LRAT-like domain,PF04970,628,746,1026,Chelonia,mydas
M7BTW9,8469,E,Peptidase C1A papain C-terminal,PF00112,120,199,281,Chelonia,mydas
M7BYE6,8469,E,Collagen triple helix repeat,PF01391,120,160,301,Chelonia,mydas
M7C3X4,8469,E,D-galactoside/L-rhamnose binding SUEL lectin domain,PF02140,49,131,414,Chelonia,mydas
M7CET2,8469,E,Protein patched/dispatched,PF02460,1072,1272,1538,Chelonia,mydas
M7YE96,4572,E,Protein kinase C-terminal,PF00433,389,433,471,Triticum,urartu
M7YLW6,4572,E,Haem peroxidase plant/fungal/bacterial,PF00141,40,281,323,Triticum,urartu
M7YRZ6,4572,E,disorder_prediction,mobidb-lite,934,954,991,Triticum,urartu
M7Z701,4572,E,Protein kinase domain,PF00069,43,210,289,Triticum,urartu
M7Z8I7,4572,E,Multi antimicrobial extrusion protein,PF01554,57,106,107,Triticum,urartu
M8AF95,4572,E,Pentatricopeptide repeat,PF13041,188,237,692,Triticum,urartu
M8AK36,4572,E,Protein of unknown function DUF594,PF04578,701,755,760,Triticum,urartu
M8ANB1,4572,E,Origin recognition complex subunit 6,PF05460,50,120,266,Triticum,urartu
M8ARJ2,37682,E,RNA recognition motif domain,PF00076,26,94,557,Aegilops,tauschii
M8B4S3,37682,E,Domain of unknown function DUF4033,PF13225,154,217,232,Aegilops,tauschii
M8BBJ2,37682,E,disorder_prediction,mobidb-lite,1,23,298,Aegilops,tauschii
M8BKQ8,37682,E,Peptidase S8/S53 domain,PF00082,1,47,194,Aegilops,tauschii
M8BLF0,37682,E,SPX domain,PF03105,103,145,683,Aegilops,tauschii
M8BMR2,37682,E,Auxin response factor,PF06507,376,459,1011,Aegilops,tauschii
M8BT72,37682,E,Zinc finger GRF-type,PF06839,4,30,121,Aegilops,tauschii
M8BTU9,37682,E,Protein kinase domain,PF00069,630,736,785,Aegilops,tauschii
M8C0D5,37682,E,Alpha-ketoglutarate-dependent dioxygenase AlkB-like,PF13532,117,337,757,Aegilops,tauschii
M8C3H1,37682,E,Phloem protein 2-like,PF14299,91,242,244,Aegilops,tauschii
M8C9Z1,37682,E,Glycoside hydrolase family 1,PF00232,50,535,537,Aegilops,tauschii
M8CFR4,37682,E,Pentatricopeptide repeat,PF13041,540,588,1299,Aegilops,tauschii
M9MSM5,7227,E,disorder_prediction,mobidb-lite,1336,1400,1463,Drosophila,melanogaster
M9NKP0,7038,E,Cytochrome c oxidase subunit I,PF00115,1,221,276,Bemisia,tabaci
M9NPG1,38727,E,Leucine-rich repeat,PF13855,228,272,296,Panicum,virgatum
M9NYA4,9931,E,Cytochrome c oxidase subunit I,PF00115,1,208,211,Damaliscus,pygargus
M9PAH2,9606,E,MHC class II beta chain N-terminal,PF00969,9,81,89,Homo,sapiens
M9PBJ0,7227,E,Protein of unknown function DUF1136,PF06582,1922,1947,18031,Drosophila,melanogaster
M9PRR3,1262161,E,ATPase F1/V1/A1 complex alpha/beta subunit N-terminal domain,PF02874,11,78,475,Pyropia,haitanensis
M9R0V4,46514,E,disorder_prediction,mobidb-lite,1,111,908,Patiria,miniata
M9TIZ6,93129,E,disorder_prediction,mobidb-lite,351,392,392,Tetranychus,cinnabarinus
M9V7G7,1317846,E,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,146,221,221,Homalium,letestui
M9ZLT1,269057,E,Ankyrin repeat-containing domain,PF12796,3,67,215,Menidia,beryllina
M9ZMG9,624258,E,Cytochrome b/b6 N-terminal,PF13631,1,105,107,Rhantus,elisabethae
N0DW85,58666,E,Cytochrome c oxidase subunit I,PF00115,3,151,151,Ensis,directus
N1QXI2,37682,E,disorder_prediction,mobidb-lite,1,30,495,Aegilops,tauschii
N6SX45,77166,E,disorder_prediction,mobidb-lite,154,185,315,Dendroctonus,ponderosae
N6T559,77166,E,Proteasome component (PCI) domain,PF01399,339,440,503,Dendroctonus,ponderosae
N6TNN5,77166,E,Serine aminopeptidase S33,PF12146,114,233,345,Dendroctonus,ponderosae
N6TNT3,77166,E,Ribosomal protein L30 N-terminal,PF08079,18,89,252,Dendroctonus,ponderosae
N6TZH1,77166,E,Spectrin repeat,PF00435,6055,6159,7056,Dendroctonus,ponderosae
N6U1Z3,77166,E,disorder_prediction,mobidb-lite,48,68,222,Dendroctonus,ponderosae
N6U422,77166,E,disorder_prediction,mobidb-lite,626,647,647,Dendroctonus,ponderosae
N6U491,77166,E,Seven-in-absentia protein TRAF-like domain,PF03145,350,542,549,Dendroctonus,ponderosae
N6UIZ1,77166,E,Oxoglutarate/iron-dependent dioxygenase,PF03171,75,203,229,Dendroctonus,ponderosae
N6UPE3,77166,E,disorder_prediction,mobidb-lite,1,42,402,Dendroctonus,ponderosae
O08587,10116,E,disorder_prediction,mobidb-lite,84,103,467,Rattus,norvegicus
O13010,9823,E,Phosphatidylinositol-4-phosphate 5-kinase core,PF01504,126,403,406,Sus,scrofa
O14976,9606,E,disorder_prediction,mobidb-lite,1047,1150,1311,Homo,sapiens
O15245,9606,E,Major facilitator  sugar transporter-like,PF00083,384,517,554,Homo,sapiens
O15357,9606,E,SH2 domain,PF00017,21,102,1258,Homo,sapiens
O17190,6239,E,MATH/TRAF domain,PF00917,154,266,441,Caenorhabditis,elegans
O17398,6239,E,C2 domain,PF00168,13,105,875,Caenorhabditis,elegans
O17412,7159,E,Chitinase OS=Aedes aegypti GN=CHT2 PE=4 SV=1,LowComplexity,4,16,1635,Aedes,aegypti
O19760,9606,E,Immunoglobulin C1-set,PF07654,113,196,255,Homo,sapiens
O24640,50298,E,Histidine kinase-like ATPase C-terminal domain,PF02518,454,584,628,Rumex,palustris
O44935,1051067,E,Myosin head motor domain,PF00063,1,225,226,Doryteuthis,pealeii
O45033,6182,E,Peptidase C2 calpain large subunit domain III,PF01067,422,554,760,Schistosoma,japonicum
O45300,6239,E,7TM GPCR serpentine receptor class e (Sre),PF03125,5,358,359,Caenorhabditis,elegans
O45379,6239,E,Small GTPase superfamily ARF/SAR type,PF00025,6,177,184,Caenorhabditis,elegans
O45419,6239,E,CUB domain,PF00431,157,257,386,Caenorhabditis,elegans
O47575,6282,E,Cytochrome b/b6 C-terminal,PF00032,245,342,360,Onchocerca,volvulus
O48556,4577,E,Inorganic pyrophosphatase,PF00719,53,204,214,Zea,mays
O49768,3702,E,SANT/Myb domain,PF00249,13,45,45,Arabidopsis,thaliana
O63162,76467,E,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,PF02788,15,135,441,Lachnocaulon,anceps
O76880,7227,E,disorder_prediction,mobidb-lite,1,93,376,Drosophila,melanogaster
O79511,52781,E,Cytochrome b/b6 N-terminal,PF00033,1,179,354,Mycteria,leucocephala
O79516,52779,E,Cytochrome b/b6 N-terminal,PF00033,2,177,352,Leptoptilos,javanicus
O88611,30637,E,High mobility group box domain,PF09011,6,78,215,Nannospalax,ehrenbergi
O89007,10090,E,MAGE homology domain,PF01454,185,270,320,Mus,musculus
O95180,9606,E,disorder_prediction,mobidb-lite,490,571,2353,Homo,sapiens
P00439,9606,E,Aromatic amino acid hydroxylase C-terminal,PF00351,119,449,452,Homo,sapiens
P01670,10090,E,Immunoglobulin V-set domain,PF07686,6,110,111,Mus,musculus
P04793,3847,E,Alpha crystallin/Hsp20 domain,PF00011,49,152,153,Glycine,max
P09972,9606,E,Fructose-bisphosphate aldolase class-I,PF00274,15,364,364,Homo,sapiens
P10079,7668,E,EGF-like domain,PF00008,750,778,1064,Strongylocentrotus,purpuratus
P12027,8022,E,Apopolysialoglycoprotein,PF07276,134,146,542,Oncorhynchus,mykiss
P16157,9606,E,disorder_prediction,mobidb-lite,875,904,1881,Homo,sapiens
P16227,9556,E,Kringle,PF00051,69,150,433,Papio,cynocephalus
P19593,3088,E,Reverse transcriptase domain,PF00078,124,342,608,Tetradesmus,obliquus
P23687,9823,E,Peptidase S9 prolyl oligopeptidase catalytic domain,PF00326,483,706,710,Sus,scrofa
P25304,10116,E,Kazal domain,PF07648,604,645,1959,Rattus,norvegicus
P29400,9606,E,Collagen triple helix repeat,PF01391,57,115,1685,Homo,sapiens
P32198,10116,E,Carnitine O-palmitoyltransferase N-terminal,PF16484,1,47,773,Rattus,norvegicus
P41348,3562,E,Ferredoxin thioredoxin reductase catalytic beta subunit,PF02943,39,138,144,Spinacia,oleracea
P49919,10090,E,Cyclin-dependent kinase inhibitor,PF02234,34,84,348,Mus,musculus
P51071,29760,E,Chalcone/stilbene synthase C-terminal,PF02797,238,388,392,Vitis,vinifera
P52796,10116,E,Ephrin receptor-binding domain,PF00812,31,164,345,Rattus,norvegicus
P54685,44689,E,Protein kinase domain,PF00069,4,288,360,Dictyostelium,discoideum
P61979,10090,E,K Homology domain type 1,PF00013,389,452,463,Mus,musculus
P70208,10090,E,IPT domain,PF01833,936,1020,1872,Mus,musculus
P78352,9606,E,Guanylate kinase/L-type calcium channel beta subunit,PF00625,534,710,724,Homo,sapiens
P79359,9544,E,Homeobox domain,PF00046,76,130,133,Macaca,mulatta
P80071,8400,E,Glycoprotein hormone subunit beta cystine knot,PF00007,2,105,112,Rana,catesbeiana
P85245,214529,E,Cyclotide,PF03784,4,31,31,Viola,biflora
P91540,6239,E,F-box domain,PF00646,6,45,238,Caenorhabditis,elegans
P91767,7130,E,Fibronectin type III,PF00041,813,899,1264,Manduca,sexta
P93043,3702,E,disorder_prediction,mobidb-lite,1,42,980,Arabidopsis,thaliana
P98023,5693,E,Cytochrome c oxidase subunit II-like C-terminal,PF00116,96,207,210,Trypanosoma,cruzi
Q01HC2,4530,E,ARID DNA-binding domain,PF01388,58,121,538,Oryza,sativa
Q02485,10116,E,Ion transport domain,PF00520,405,678,1146,Rattus,norvegicus
Q06RX2,76315,E,Translation elongation factor EFTu-like domain 2,PF03144,139,208,217,Caulerpa,sertularioides
Q06XV8,379644,E,Maturase MatK N-terminal domain,PF01824,1,51,224,Picris,squarrosa
Q08D57,8364,E,disorder_prediction,mobidb-lite,1512,1553,1956,Xenopus,tropicalis
Q08E25,9913,E,disorder_prediction,mobidb-lite,35,54,388,Bos,taurus
Q08GV8,9718,E,NADH:ubiquinone oxidoreductase chain 4 N-terminal,PF01059,1,109,459,Pusa,hispida
Q09HA7,9544,E,disorder_prediction,mobidb-lite,177,199,346,Macaca,mulatta
Q09VM8,367663,E,G protein-coupled receptor rhodopsin-like,PF00001,2,58,58,Platymantis,naomii
Q0PE10,42229,E,NB-ARC,PF00931,11,145,157,Prunus,avium
Q0PXC2,4081,E,Transcription factor K-box,PF01486,83,163,215,Solanum,lycopersicum
Q0QFW4,94176,E,Cytochrome b/b6 C-terminal,PF00032,241,342,364,Dicamptodon,tenebrosus
Q0QPN8,3330,E,Homeobox transcription factor KN3 (Fragment) OS=Picea glauca GN=KN3 PE=4 SV=1,LowComplexity,59,75,284,Picea,glauca
Q0QV18,3329,E,Homeobox KN domain,PF05920,55,94,134,Picea,abies
Q0VC91,9913,E,SOCS4/SOCS5 domain,PF12610,58,110,440,Bos,taurus
Q0VCC1,9913,E,PQ-loop repeat,PF04193,18,75,253,Bos,taurus
Q0WUF6,3702,E,disorder_prediction,mobidb-lite,1,30,559,Arabidopsis,thaliana
Q105J5,5833,E,Duffy-antigen binding,PF05424,27,178,634,Plasmodium,falciparum
Q106I5,339118,E,Maturase MatK N-terminal domain,PF01824,8,302,447,Rhipidoglossum,xanthopollinium
Q11126,9913,E,Glycosyl transferase family 10,PF00852,193,364,365,Bos,taurus
Q12830,9606,E,disorder_prediction,mobidb-lite,1973,2003,3046,Homo,sapiens
Q13685,9606,E,WD40 repeat,PF00400,125,161,434,Homo,sapiens
Q14315,9606,E,Filamin/ABP280 repeat-like,PF00630,274,365,2725,Homo,sapiens
Q15BH2,9606,E,disorder_prediction,mobidb-lite,870,982,1159,Homo,sapiens
Q15I65,62890,E,Nucleotidyl transferase domain,PF00483,97,373,527,Solanum,habrochaites
Q15JB9,356277,E,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,142,446,446,Pseudobersama,mossambicensis
Q16FR3,7159,E,AMP-binding enzyme C-terminal domain,PF13193,504,582,597,Aedes,aegypti
Q16HY2,7159,E,Cleavage stimulation factor subunit 2 hinge domain,PF14327,110,185,399,Aedes,aegypti
Q16SD1,7159,E,disorder_prediction,mobidb-lite,264,294,312,Aedes,aegypti
Q16WY2,7159,E,CD80-like immunoglobulin C2-set,PF08205,199,273,709,Aedes,aegypti
Q16Y42,7159,E,Small GTPase superfamily,PF00071,14,178,232,Aedes,aegypti
Q17750,6239,E,E3 UFM1-protein ligase 1,PF09743,6,277,735,Caenorhabditis,elegans
Q17HQ2,7159,E,Serine proteases trypsin domain,PF00089,165,403,428,Aedes,aegypti
Q17KK7,7159,E,RecF/RecN/SMC N-terminal,PF02463,71,1266,1347,Aedes,aegypti
Q17L42,7159,E,AAEL001494-PA OS=Aedes aegypti GN=AaeL_AAEL001494 PE=4 SV=1,LowComplexity,404,416,1214,Aedes,aegypti
Q17LU2,7159,E,disorder_prediction,mobidb-lite,851,875,1450,Aedes,aegypti
Q18176,6239,E,AMP-dependent synthetase/ligase,PF00501,304,517,578,Caenorhabditis,elegans
Q19S61,189432,E,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,134,187,187,Penicillus,dumetosus
Q1A176,40690,E,Translation elongation factor EFTu-like domain 2,PF03144,202,267,366,Trematomus,bernacchii
Q1AF38,30334,E,Pro-opiomelanocortin/corticotropin ACTH central region,PF00976,152,170,182,Amietophrynus,kisoloensis
Q1AN54,114617,E,Telomerase ribonucleoprotein complex - RNA-binding domain,PF12009,547,699,1295,Iris,tectorum
Q1HGT4,52890,E,Cytochrome c oxidase subunit II-like C-terminal,PF00116,76,157,158,Sagitta,setosa
Q1HLC3,304329,E,Immunoglobulin I-set,PF07679,333,411,413,Lonomia,obliqua
Q1HU27,113382,E,NADH:ubiquinone/plastoquinone oxidoreductase chain 6,PF00499,16,158,173,Onychodactylus,fischeri
Q1KPN5,380631,E,Cytochrome C oxidase subunit II transmembrane domain,PF02790,1,56,167,Baltia,shawii
Q1L4K1,5272,E,Translation elongation factor EFTu-like domain 2,PF03144,109,175,251,Microbotryum,violaceum
Q1MX20,7937,E,disorder_prediction,mobidb-lite,1035,1067,1079,Anguilla,japonica
Q28476,9541,E,ADAM cysteine-rich,PF08516,527,641,905,Macaca,fascicularis
Q28C54,8364,E,Tetraspanin/Peripherin,PF00335,17,241,252,Xenopus,tropicalis
Q28GR1,8364,E,Translation machinery associated TMA7,PF09072,3,64,64,Xenopus,tropicalis
Q29RY0,9606,E,Pleckstrin homology domain,PF00169,104,204,212,Homo,sapiens
Q29X18,29076,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,8,160,218,Macroglossus,minimus
Q2A967,3712,E,Zinc finger GRF-type,PF06839,58,98,154,Brassica,oleracea
Q2HND0,253516,E,Ribosomal protein S4/S9 N-terminal,PF00163,22,76,189,Anomodon,viticulosus
Q2HWK1,362203,E,Multicopper oxidase type 3,PF07732,35,150,516,Spongipellis,sp. FERM P-18171
Q2HZ18,3847,E,Glycoside hydrolase family 28,PF00295,136,333,336,Glycine,max
Q2I9S2,112863,E,Starch synthase catalytic domain,PF08323,13,146,147,Lycium,barbarum
Q2KJ89,9913,E,EGF-like calcium-binding domain,PF07645,42,69,448,Bos,taurus
Q2KLR2,324423,E,Ribosomal protein S4/S9 N-terminal,PF00163,2,78,191,Leptodontium,luteum
Q2LB60,366133,E,Cytochrome c oxidase subunit I,PF00115,2,436,483,Palaeonympha,opalina
Q2LBA1,366088,E,Cytochrome c oxidase subunit I,PF00115,2,436,483,Hyponephele,cadusia
